severity,experiment,anomaly_type,identifier,previous_identifier,next_identifier,metrics_json,context_note
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth4_branch2_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth4_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch2_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth4_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth4_branch2_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_no_repeat_penalty|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_no_repeat_penalty|opaque_dependency_l6|training|131|52008||1999|,ablation|full_no_repeat_penalty|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_no_repeat_penalty|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_no_repeat_penalty|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_no_repeat_penalty|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch2_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth4_branch2_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth4_branch2_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch2_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth4_branch2_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth4_branch2_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth4_branch2_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth4_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch2_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth4_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth4_branch2_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth4_branch4_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth4_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch4_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth4_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth4_branch4_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch4_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth4_branch4_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth4_branch4_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch4_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth4_branch4_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth4_branch4_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch1_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth6_branch1_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth6_branch1_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch1_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth6_branch1_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth6_branch1_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth6_branch1_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth6_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch1_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth6_branch1_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth6_branch1_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth6_branch1_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth6_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch1_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth6_branch1_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth6_branch1_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth4_branch4_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth4_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth4_branch4_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth4_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth4_branch4_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch2_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth6_branch2_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth6_branch2_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch2_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth6_branch2_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth6_branch2_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth6_branch4_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth6_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch4_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth6_branch4_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth6_branch4_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth6_branch2_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth6_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch2_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth6_branch2_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth6_branch2_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch4_max|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth6_branch4_max|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth6_branch4_max|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch4_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth6_branch4_max|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth6_branch4_max|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth6_branch2_mean|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth6_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch2_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth6_branch2_mean|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth6_branch2_mean|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62001||0|,ablation|full_depth6_branch4_risk-adjusted|opaque_dependency_l6|training|131|52008||1999|,ablation|full_depth6_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,ablation,group_extreme_success_rate,ablation|full_depth6_branch4_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72001||0|,ablation|full_depth6_branch4_risk-adjusted|opaque_dependency_l6|evaluation_seen|131|62004||199|,ablation|full_depth6_branch4_risk-adjusted|opaque_dependency_l6|evaluation_unseen_zero_shot|131|72002||1|,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": ""0.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",All 6000 rows in this group have success=0.
high,transfer,high_prediction_failed_episode,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53001||16|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53008||15|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53002||17|,"{""errors"": ""0"", ""holdout_gain"": ""0.0"", ""prediction_score"": ""1.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",Prediction score >= 0.8 while the episode failed.
high,transfer,high_prediction_failed_episode,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53003||18|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53002||17|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53004||19|,"{""errors"": ""0"", ""holdout_gain"": ""0.0"", ""prediction_score"": ""0.8333333333333334"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",Prediction score >= 0.8 while the episode failed.
high,transfer,high_prediction_failed_episode,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53006||21|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53005||20|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53007||22|,"{""errors"": ""0"", ""holdout_gain"": ""0.0"", ""prediction_score"": ""0.8333333333333334"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",Prediction score >= 0.8 while the episode failed.
high,transfer,high_prediction_failed_episode,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53001||24|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53008||23|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53002||25|,"{""errors"": ""0"", ""holdout_gain"": ""0.0"", ""prediction_score"": ""0.8333333333333334"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",Prediction score >= 0.8 while the episode failed.
high,transfer,high_prediction_failed_episode,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53002||25|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53001||24|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53003||26|,"{""errors"": ""0"", ""holdout_gain"": ""0.0"", ""prediction_score"": ""0.8333333333333334"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",Prediction score >= 0.8 while the episode failed.
high,transfer,high_prediction_failed_episode,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53003||26|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53002||25|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53004||27|,"{""errors"": ""0"", ""holdout_gain"": ""0.0"", ""prediction_score"": ""1.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",Prediction score >= 0.8 while the episode failed.
high,transfer,high_prediction_failed_episode,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53004||27|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53003||26|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53005||28|,"{""errors"": ""0"", ""holdout_gain"": ""0.0"", ""prediction_score"": ""1.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",Prediction score >= 0.8 while the episode failed.
high,transfer,high_prediction_failed_episode,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53005||28|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53004||27|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53006||29|,"{""errors"": ""0"", ""holdout_gain"": ""0.0"", ""prediction_score"": ""0.8333333333333334"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",Prediction score >= 0.8 while the episode failed.
high,transfer,high_prediction_failed_episode,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53006||29|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53005||28|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53007||30|,"{""errors"": ""0"", ""holdout_gain"": ""0.0"", ""prediction_score"": ""1.0"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",Prediction score >= 0.8 while the episode failed.
high,transfer,high_prediction_failed_episode,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53007||30|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53006||29|,transfer|transfer_pretraining|opaque_dependency_l6|training|131|53008||31|,"{""errors"": ""0"", ""holdout_gain"": ""0.0"", ""prediction_score"": ""0.8333333333333334"", ""real_transitions"": ""6"", ""repeats"": ""0"", ""steps"": ""6"", ""success"": ""0""}",Prediction score >= 0.8 while the episode failed.
high,creativity,group_extreme_success_rate,creativity|random|multi_solution_dependency|training|131|54001||0|random_131_54001_0,,creativity|random|multi_solution_dependency|training|131|54002||1|random_131_54002_1,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""4"", ""repeats"": ""0"", ""steps"": ""4"", ""success"": ""1""}",All 15000 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|random|multi_solution_dependency|evaluation_unseen_adaptation|131|74001||500|random_131_74001_500,creativity|random|multi_solution_dependency|training|131|54008||499|random_131_54008_499,creativity|random|multi_solution_dependency|evaluation_unseen_adaptation|131|74002||501|random_131_74002_501,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""4"", ""repeats"": ""0"", ""steps"": ""4"", ""success"": ""1""}",All 90 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|q_learning|multi_solution_dependency|training|131|54001||0|q_learning_131_54001_0,creativity|random|multi_solution_dependency|evaluation_unseen_adaptation|131|74003||502|random_131_74003_502,creativity|q_learning|multi_solution_dependency|training|131|54002||1|q_learning_131_54002_1,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""4"", ""repeats"": ""0"", ""steps"": ""4"", ""success"": ""1""}",All 15000 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|q_learning|multi_solution_dependency|evaluation_unseen_adaptation|131|74001||500|q_learning_131_74001_500,creativity|q_learning|multi_solution_dependency|training|131|54008||499|q_learning_131_54008_499,creativity|q_learning|multi_solution_dependency|evaluation_unseen_adaptation|131|74002||501|q_learning_131_74002_501,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""3"", ""repeats"": ""0"", ""steps"": ""3"", ""success"": ""1""}",All 90 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|dqn|multi_solution_dependency|training|131|54001||0|dqn_131_54001_0,creativity|q_learning|multi_solution_dependency|evaluation_unseen_adaptation|131|74003||502|q_learning_131_74003_502,creativity|dqn|multi_solution_dependency|training|131|54002||1|dqn_131_54002_1,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""3"", ""repeats"": ""0"", ""steps"": ""3"", ""success"": ""1""}",All 15000 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|dqn|multi_solution_dependency|evaluation_unseen_adaptation|131|74001||500|dqn_131_74001_500,creativity|dqn|multi_solution_dependency|training|131|54008||499|dqn_131_54008_499,creativity|dqn|multi_solution_dependency|evaluation_unseen_adaptation|131|74002||501|dqn_131_74002_501,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""3"", ""repeats"": ""0"", ""steps"": ""3"", ""success"": ""1""}",All 90 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|novelty_search|multi_solution_dependency|training|131|54001||0|novelty_search_131_54001_0,creativity|dqn|multi_solution_dependency|evaluation_unseen_adaptation|131|74003||502|dqn_131_74003_502,creativity|novelty_search|multi_solution_dependency|training|131|54002||1|novelty_search_131_54002_1,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""4"", ""repeats"": ""0"", ""steps"": ""4"", ""success"": ""1""}",All 15000 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|novelty_search|multi_solution_dependency|evaluation_unseen_adaptation|131|74001||500|novelty_search_131_74001_500,creativity|novelty_search|multi_solution_dependency|training|131|54008||499|novelty_search_131_54008_499,creativity|novelty_search|multi_solution_dependency|evaluation_unseen_adaptation|131|74002||501|novelty_search_131_74002_501,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""3"", ""repeats"": ""0"", ""steps"": ""3"", ""success"": ""1""}",All 90 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|aassr_no_novelty|multi_solution_dependency|training|131|54001||0|aassr_no_novelty_131_54001_0,creativity|novelty_search|multi_solution_dependency|evaluation_unseen_adaptation|131|74003||502|novelty_search_131_74003_502,creativity|aassr_no_novelty|multi_solution_dependency|training|131|54002||1|aassr_no_novelty_131_54002_1,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""4"", ""repeats"": ""0"", ""steps"": ""4"", ""success"": ""1""}",All 15000 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|aassr_no_novelty|multi_solution_dependency|evaluation_unseen_adaptation|131|74001||500|aassr_no_novelty_131_74001_500,creativity|aassr_no_novelty|multi_solution_dependency|training|131|54008||499|aassr_no_novelty_131_54008_499,creativity|aassr_no_novelty|multi_solution_dependency|evaluation_unseen_adaptation|131|74002||501|aassr_no_novelty_131_74002_501,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""3"", ""repeats"": ""0"", ""steps"": ""3"", ""success"": ""1""}",All 90 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|aassr_no_imagination|multi_solution_dependency|training|131|54001||0|aassr_no_imagination_131_54001_0,creativity|aassr_no_novelty|multi_solution_dependency|evaluation_unseen_adaptation|131|74003||502|aassr_no_novelty_131_74003_502,creativity|aassr_no_imagination|multi_solution_dependency|training|131|54002||1|aassr_no_imagination_131_54002_1,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""4"", ""repeats"": ""0"", ""steps"": ""4"", ""success"": ""1""}",All 15000 rows in this group have success=1.
high,creativity,group_extreme_success_rate,creativity|aassr_no_imagination|multi_solution_dependency|evaluation_unseen_adaptation|131|74001||500|aassr_no_imagination_131_74001_500,creativity|aassr_no_imagination|multi_solution_dependency|training|131|54008||499|aassr_no_imagination_131_54008_499,creativity|aassr_no_imagination|multi_solution_dependency|evaluation_unseen_adaptation|131|74002||501|aassr_no_imagination_131_74002_501,"{""errors"": ""0"", ""holdout_gain"": """", ""prediction_score"": """", ""real_transitions"": ""3"", ""repeats"": ""0"", ""steps"": ""3"", ""success"": ""1""}",All 90 rows in this group have success=1.
